Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
Timestamp: 15, X: -2, Y: 4
